,Neighborhood,Year,Population
0,Battery Park/Tribeca,2005,51150.45963
1,Greenwich Village,2005,75508.54037
2,Lower East Side,2005,145556.0
3,Chelsea/Clinton,2005,88754.39184
4,Midtown Business District,2005,44420.60816
5,Murray Hill/Stuyvesant,2005,146269.0
6,Upper West Side,2005,208708.0
7,Upper East Side,2005,211724.0
8,Manhattanville,2005,114405.0
9,Central Harlem,2005,118291.0
10,East Harlem,2005,109772.0
11,Washington Heights,2005,215215.0
12,Mott Haven,2005,86004.36653
13,Hunts Point,2005,49109.63347
14,Morrisania,2005,68816.55766
15,Concourse/Highbridge,2005,132813.0
16,University Heights,2005,131447.0
17,East Tremont,2005,71841.44234
18,Bedford Park,2005,131535.0
19,Riverdale,2005,100157.0
20,Unionport/Soundview,2005,178944.0
21,Throgs Neck,2005,98174.0
22,Pelham Parkway,2005,119613.0
23,Williamsbridge,2005,141185.0
24,Williamsburg/Greenpoint,2005,132287.0
25,Fort Greene/Brooklyn Hts,2005,109811.0
26,Bedford Stuyvesant,2005,135559.0
27,Bushwick,2005,115583.0
28,East New York,2005,143543.0
29,Park Slope,2005,112313.0
30,Sunset Park,2005,139547.0
31,Crown Heights North,2005,128655.0
32,Crown Heights South,2005,108000.0
33,Bay Ridge,2005,124339.0
34,Bensonhurst,2005,181857.0
35,Borough Park,2005,154525.0
36,Coney Island,2005,109576.0
37,Flatbush/Midwood,2005,156685.0
38,Sheepshead Bay,2005,151192.0
39,Brownsville,2005,111136.0
40,East Flatbush,2005,143392.0
41,Canarsie,2005,188016.0
42,Astoria,2005,196854.0
43,Sunnyside/Woodside,2005,138863.0
44,Jackson Heights,2005,181014.0
45,Elmhurst/Corona,2005,139422.0
46,Ridgewood/Glendale,2005,169055.0
47,Rego Park/Forest Hills,2005,116490.0
48,Flushing,2005,241947.0
49,Fresh Meadows/Briarwood,2005,137827.0
50,Woodhaven,2005,132751.0
51,Howard Beach,2005,124086.0
52,Bayside,2005,111573.0
53,Jamaica/St. Albans,2005,224774.0
54,Queens Village,2005,188995.0
55,The Rockaways,2005,111688.0
56,St. George,2005,168545.0
57,South Beach,2005,131695.0
58,Tottenville,2005,155104.0
59,Bronx,2005,1309640.0
60,Brooklyn,2005,2446016.0
61,Manhattan,2005,1529774.0
62,Queens,2005,2215339.0
63,Staten Island,2005,455344.0
64,New York City,2005,7956113.0
65,Battery Park/Tribeca,2006,59445.0087
66,Greenwich Village,2006,87752.9913
67,Lower East Side,2006,178669.0
68,Chelsea/Clinton,2006,87597.43577
69,Midtown Business District,2006,43841.56423
70,Murray Hill/Stuyvesant,2006,138971.0
71,Upper West Side,2006,216812.0
72,Upper East Side,2006,214459.0
73,Manhattanville,2006,122736.0
74,Central Harlem,2006,118143.0
75,East Harlem,2006,134287.0
76,Washington Heights,2006,208867.0
77,Mott Haven,2006,87777.74431
78,Hunts Point,2006,50122.25569
79,Morrisania,2006,76787.37594
80,Concourse/Highbridge,2006,132838.0
81,University Heights,2006,133858.0
82,East Tremont,2006,80162.62406
83,Bedford Park,2006,124968.0
84,Riverdale,2006,111199.0
85,Unionport/Soundview,2006,180396.0
86,Throgs Neck,2006,114081.0
87,Pelham Parkway,2006,121465.0
88,Williamsbridge,2006,147818.0
89,Williamsburg/Greenpoint,2006,141513.0
90,Fort Greene/Brooklyn Hts,2006,111796.0
91,Bedford Stuyvesant,2006,132087.0
92,Bushwick,2006,123871.0
93,East New York,2006,161064.0
94,Park Slope,2006,110032.0
95,Sunset Park,2006,153066.0
96,Crown Heights North,2006,127013.0
97,Crown Heights South,2006,110333.0
98,Bay Ridge,2006,123447.0
99,Bensonhurst,2006,174593.0
100,Borough Park,2006,155509.0
101,Coney Island,2006,103687.0
102,Flatbush/Midwood,2006,163099.0
103,Sheepshead Bay,2006,148784.0
104,Brownsville,2006,116936.0
105,East Flatbush,2006,147390.0
106,Canarsie,2006,204600.0
107,Astoria,2006,190247.0
108,Sunnyside/Woodside,2006,128673.0
109,Jackson Heights,2006,176387.0
110,Elmhurst/Corona,2006,138593.0
111,Ridgewood/Glendale,2006,179768.0
112,Rego Park/Forest Hills,2006,116418.0
113,Flushing,2006,246542.0
114,Fresh Meadows/Briarwood,2006,147374.0
115,Woodhaven,2006,138679.0
116,Howard Beach,2006,124623.0
117,Bayside,2006,117784.0
118,Jamaica/St. Albans,2006,216115.0
119,Queens Village,2006,213704.0
120,The Rockaways,2006,120268.0
121,St. George,2006,168395.0
122,South Beach,2006,133736.0
123,Tottenville,2006,175246.0
124,Bronx,2006,1361473.0
125,Brooklyn,2006,2508820.0
126,Manhattan,2006,1611581.0
127,Queens,2006,2255175.0
128,Staten Island,2006,477377.0
129,New York City,2006,8214426.0
130,Battery Park/Tribeca,2007,56375.39151
131,Greenwich Village,2007,83221.60849
132,Lower East Side,2007,172403.0
133,Chelsea/Clinton,2007,88750.39314
134,Midtown Business District,2007,44418.60686
135,Murray Hill/Stuyvesant,2007,144403.0
136,Upper West Side,2007,214490.0
137,Upper East Side,2007,218253.0
138,Manhattanville,2007,130456.0
139,Central Harlem,2007,124883.0
140,East Harlem,2007,121457.0
141,Washington Heights,2007,221756.0
142,Mott Haven,2007,95904.34664
143,Hunts Point,2007,54762.65336
144,Morrisania,2007,75598.01557
145,Concourse/Highbridge,2007,139445.0
146,University Heights,2007,129263.0
147,East Tremont,2007,78920.98443
148,Bedford Park,2007,121634.0
149,Riverdale,2007,113170.0
150,Unionport/Soundview,2007,166492.0
151,Throgs Neck,2007,123302.0
152,Pelham Parkway,2007,126978.0
153,Williamsbridge,2007,148189.0
154,Williamsburg/Greenpoint,2007,146456.0
155,Fort Greene/Brooklyn Hts,2007,116753.0
156,Bedford Stuyvesant,2007,125699.0
157,Bushwick,2007,129980.0
158,East New York,2007,158711.0
159,Park Slope,2007,108989.0
160,Sunset Park,2007,146760.0
161,Crown Heights North,2007,129870.0
162,Crown Heights South,2007,112052.0
163,Bay Ridge,2007,126730.0
164,Bensonhurst,2007,184258.0
165,Borough Park,2007,176198.0
166,Coney Island,2007,108484.0
167,Flatbush/Midwood,2007,160783.0
168,Sheepshead Bay,2007,137489.0
169,Brownsville,2007,120802.0
170,East Flatbush,2007,135649.0
171,Canarsie,2007,202387.0
172,Astoria,2007,175303.0
173,Sunnyside/Woodside,2007,139138.0
174,Jackson Heights,2007,182141.0
175,Elmhurst/Corona,2007,140182.0
176,Ridgewood/Glendale,2007,187195.0
177,Rego Park/Forest Hills,2007,117931.0
178,Flushing,2007,234382.0
179,Fresh Meadows/Briarwood,2007,151246.0
180,Woodhaven,2007,146114.0
181,Howard Beach,2007,138052.0
182,Bayside,2007,123412.0
183,Jamaica/St. Albans,2007,218120.0
184,Queens Village,2007,202070.0
185,The Rockaways,2007,115052.0
186,St. George,2007,182833.0
187,South Beach,2007,134188.0
188,Tottenville,2007,164592.0
189,Bronx,2007,1373659.0
190,Brooklyn,2007,2528050.0
191,Manhattan,2007,1620867.0
192,Queens,2007,2270338.0
193,Staten Island,2007,481613.0
194,New York City,2007,8274527.0
195,Battery Park/Tribeca,2008,61639.90009
196,Greenwich Village,2008,90993.09991
197,Lower East Side,2008,168794.0
198,Chelsea/Clinton,2008,96738.45502
199,Midtown Business District,2008,48416.54498
200,Murray Hill/Stuyvesant,2008,149132.0
201,Upper West Side,2008,207754.0
202,Upper East Side,2008,232241.0
203,Manhattanville,2008,123363.0
204,Central Harlem,2008,125875.0
205,East Harlem,2008,126609.0
206,Washington Heights,2008,203239.0
207,Mott Haven,2008,96940.62052
208,Hunts Point,2008,55354.37948
209,Morrisania,2008,74816.68751
210,Concourse/Highbridge,2008,138648.0
211,University Heights,2008,125990.0
212,East Tremont,2008,78105.3125
213,Bedford Park,2008,122723.0
214,Riverdale,2008,123077.0
215,Unionport/Soundview,2008,183514.0
216,Throgs Neck,2008,116692.0
217,Pelham Parkway,2008,130517.0
218,Williamsbridge,2008,145525.0
219,Williamsburg/Greenpoint,2008,149665.0
220,Fort Greene/Brooklyn Hts,2008,116528.0
221,Bedford Stuyvesant,2008,141064.0
222,Bushwick,2008,127496.0
223,East New York,2008,156855.0
224,Park Slope,2008,118144.0
225,Sunset Park,2008,147678.0
226,Crown Heights North,2008,122392.0
227,Crown Heights South,2008,111833.0
228,Bay Ridge,2008,121390.0
229,Bensonhurst,2008,183083.0
230,Borough Park,2008,170292.0
231,Coney Island,2008,104974.0
232,Flatbush/Midwood,2008,172592.0
233,Sheepshead Bay,2008,145146.0
234,Brownsville,2008,113502.0
235,East Flatbush,2008,147017.0
236,Canarsie,2008,206947.0
237,Astoria,2008,178480.0
238,Sunnyside/Woodside,2008,132863.0
239,Jackson Heights,2008,190173.0
240,Elmhurst/Corona,2008,143406.0
241,Ridgewood/Glendale,2008,167834.0
242,Rego Park/Forest Hills,2008,116831.0
243,Flushing,2008,254571.0
244,Fresh Meadows/Briarwood,2008,143686.0
245,Woodhaven,2008,155865.0
246,Howard Beach,2008,140123.0
247,Bayside,2008,124989.0
248,Jamaica/St. Albans,2008,222807.0
249,Queens Village,2008,203425.0
250,The Rockaways,2008,117954.0
251,St. George,2008,179225.0
252,South Beach,2008,142188.0
253,Tottenville,2008,165994.0
254,Bronx,2008,1391903.0
255,Brooklyn,2008,2556598.0
256,Manhattan,2008,1634795.0
257,Queens,2008,2293007.0
258,Staten Island,2008,487407.0
259,New York City,2008,8363710.0
260,Battery Park/Tribeca,2009,56591.85182
261,Greenwich Village,2009,83541.14818
262,Lower East Side,2009,162014.0
263,Chelsea/Clinton,2009,98282.61816
264,Midtown Business District,2009,49189.38184
265,Murray Hill/Stuyvesant,2009,155527.0
266,Upper West Side,2009,213137.0
267,Upper East Side,2009,234133.0
268,Manhattanville,2009,132851.0
269,Central Harlem,2009,122336.0
270,East Harlem,2009,113328.0
271,Washington Heights,2009,208123.0
272,Mott Haven,2009,96740.11298
273,Hunts Point,2009,55239.88702
274,Morrisania,2009,73348.45613
275,Concourse/Highbridge,2009,136768.0
276,University Heights,2009,152903.0
277,East Tremont,2009,76572.54388
278,Bedford Park,2009,130290.0
279,Riverdale,2009,105102.0
280,Unionport/Soundview,2009,182737.0
281,Throgs Neck,2009,114885.0
282,Pelham Parkway,2009,126715.0
283,Williamsbridge,2009,145986.0
284,Williamsburg/Greenpoint,2009,139263.0
285,Fort Greene/Brooklyn Hts,2009,121297.0
286,Bedford Stuyvesant,2009,132514.0
287,Bushwick,2009,134869.0
288,East New York,2009,163813.0
289,Park Slope,2009,118886.0
290,Sunset Park,2009,158333.0
291,Crown Heights North,2009,125931.0
292,Crown Heights South,2009,109170.0
293,Bay Ridge,2009,128811.0
294,Bensonhurst,2009,163384.0
295,Borough Park,2009,163645.0
296,Coney Island,2009,111063.0
297,Flatbush/Midwood,2009,163298.0
298,Sheepshead Bay,2009,149806.0
299,Brownsville,2009,118392.0
300,East Flatbush,2009,151181.0
301,Canarsie,2009,213442.0
302,Astoria,2009,176394.0
303,Sunnyside/Woodside,2009,131011.0
304,Jackson Heights,2009,187902.0
305,Elmhurst/Corona,2009,147604.0
306,Ridgewood/Glendale,2009,187972.0
307,Rego Park/Forest Hills,2009,114945.0
308,Flushing,2009,264586.0
309,Fresh Meadows/Briarwood,2009,161047.0
310,Woodhaven,2009,146340.0
311,Howard Beach,2009,125305.0
312,Bayside,2009,123621.0
313,Jamaica/St. Albans,2009,220918.0
314,Queens Village,2009,201542.0
315,The Rockaways,2009,117525.0
316,St. George,2009,179381.0
317,South Beach,2009,150278.0
318,Tottenville,2009,162071.0
319,Bronx,2009,1397287.0
320,Brooklyn,2009,2567098.0
321,Manhattan,2009,1629054.0
322,Queens,2009,2306712.0
323,Staten Island,2009,491730.0
324,New York City,2009,8391881.0
325,Battery Park/Tribeca,2010,58534.74464
326,Greenwich Village,2010,86409.25536
327,Lower East Side,2010,159009.0
328,Chelsea/Clinton,2010,89618.11019
329,Midtown Business District,2010,44852.88981
330,Murray Hill/Stuyvesant,2010,145044.0
331,Upper West Side,2010,199843.0
332,Upper East Side,2010,218842.0
333,Manhattanville,2010,138048.0
334,Central Harlem,2010,126558.0
335,East Harlem,2010,114525.0
336,Washington Heights,2010,205414.0
337,Mott Haven,2010,99801.83125
338,Hunts Point,2010,56988.16875
339,Morrisania,2010,78598.08049
340,Concourse/Highbridge,2010,146624.0
341,University Heights,2010,135266.0
342,East Tremont,2010,82052.91951
343,Bedford Park,2010,124826.0
344,Riverdale,2010,109153.0
345,Unionport/Soundview,2010,182977.0
346,Throgs Neck,2010,109482.0
347,Pelham Parkway,2010,123655.0
348,Williamsbridge,2010,137233.0
349,Williamsburg/Greenpoint,2010,146253.0
350,Fort Greene/Brooklyn Hts,2010,125468.0
351,Bedford Stuyvesant,2010,133302.0
352,Bushwick,2010,140437.0
353,East New York,2010,146614.0
354,Park Slope,2010,119558.0
355,Sunset Park,2010,141190.0
356,Crown Heights North,2010,119323.0
357,Crown Heights South,2010,107419.0
358,Bay Ridge,2010,137599.0
359,Bensonhurst,2010,164506.0
360,Borough Park,2010,168915.0
361,Coney Island,2010,103112.0
362,Flatbush/Midwood,2010,162715.0
363,Sheepshead Bay,2010,133282.0
364,Brownsville,2010,115433.0
365,East Flatbush,2010,140285.0
366,Canarsie,2010,202929.0
367,Astoria,2010,166666.0
368,Sunnyside/Woodside,2010,125229.0
369,Jackson Heights,2010,170161.0
370,Elmhurst/Corona,2010,136517.0
371,Ridgewood/Glendale,2010,180932.0
372,Rego Park/Forest Hills,2010,114462.0
373,Flushing,2010,257327.0
374,Fresh Meadows/Briarwood,2010,138004.0
375,Woodhaven,2010,135589.0
376,Howard Beach,2010,135257.0
377,Bayside,2010,120428.0
378,Jamaica/St. Albans,2010,222074.0
379,Queens Village,2010,207164.0
380,The Rockaways,2010,124031.0
381,St. George,2010,172052.0
382,South Beach,2010,132502.0
383,Tottenville,2010,164809.0
384,Bronx,2010,1386657.0
385,Brooklyn,2010,2508340.0
386,Manhattan,2010,1586698.0
387,Queens,2010,2233841.0
388,Staten Island,2010,469363.0
389,New York City,2010,8184899.0
390,Kingsbridge - Riverdale,2010,92916.61363
391,Northeast Bronx,2010,198154.5073
392,Fordham - Bronx Park,2010,250675.5498
393,Pelham - Throgs Neck,2010,295873.7045
394,Crotona - Tremont,2010,206303.1835
395,High Bridge - Morrisania,2010,208594.1046
396,Hunts Point - Mott Haven,2010,134139.3366
397,Greenpoint,2010,132398.3646
398,Downtown  - Heights - Slope,2010,239344.3553
399,Bedford Stuyvesant - Crown Heights,2010,332889.1387
400,East New York,2010,192569.4348
401,Sunset Park,2010,121507.0297
402,Borough Park,2010,326133.8309
403,East Flatbush - Flatbush,2010,301805.6642
404,Canarsie - Flatlands,2010,210595.2566
405,Bensonhurst - Bay Ridge,2010,195887.568
406,Coney Island - Sheepshead Bay,2010,283017.2483
407,Williamsburg - Bushwick,2010,220429.8795
408,Washington Heights - Inwood,2010,267068.1999
409,Central Harlem - Morningside Heights,2010,182750.5759
410,East Harlem,2010,112967.6693
411,Upper West Side,2010,208876.9182
412,Upper East Side,2010,211313.7772
413,Chelsea - Clinton,2010,146989.6243
414,Gramercy Park -  Murray Hill,2010,126495.2492
415,Greenwich Village - Soho,2010,81913.6653
416,Union Square - Lower East Side,2010,183826.7017
417,Lower Manhattan,2010,57991.45207
418,Long Island City - Astoria,2010,206746.7315
419,West Queens,2010,446810.1599
420,Flushing - Clearview,2010,241915.7296
421,Bayside - Little Neck,2010,86485.79258
422,Ridgewood - Forest Hills,2010,257249.6804
423,Fresh Meadows,2010,98757.25123
424,Southwest Queens,2010,279835.162
425,Jamaica,2010,309210.3531
426,Southeast Queens,2010,208148.4748
427,Rockaway,2010,124498.5404
428,Port  Richmond,2010,66662.5436
429,Stapleton - St. George,2010,120477.9971
430,Willowbrook,2010,87359.37992
431,South Beach - Tottenville,2010,194870.0794
432,Battery Park/Tribeca,2011,59159.49109
433,Greenwich Village,2011,87331.50891
434,Lower East Side,2011,165774.0
435,Chelsea/Clinton,2011,95336.24559
436,Midtown Business District,2011,47714.75441
437,Murray Hill/Stuyvesant,2011,147757.0
438,Upper West Side,2011,193671.0
439,Upper East Side,2011,209534.0
440,Manhattanville,2011,138515.0
441,Central Harlem,2011,123524.0
442,East Harlem,2011,123386.0
443,Washington Heights,2011,210245.0
444,Mott Haven,2011,96779.57796
445,Hunts Point,2011,55262.42205
446,Morrisania,2011,84369.7318
447,Concourse/Highbridge,2011,141627.0
448,University Heights,2011,133352.0
449,East Tremont,2011,88078.2682
450,Bedford Park,2011,117800.0
451,Riverdale,2011,103785.0
452,Unionport/Soundview,2011,182740.0
453,Throgs Neck,2011,122886.0
454,Pelham Parkway,2011,121836.0
455,Williamsbridge,2011,143486.0
456,Williamsburg/Greenpoint,2011,144584.0
457,Fort Greene/Brooklyn Hts,2011,118910.0
458,Bedford Stuyvesant,2011,132524.0
459,Bushwick,2011,138763.0
460,East New York,2011,146530.0
461,Park Slope,2011,112066.0
462,Sunset Park,2011,152038.0
463,Crown Heights North,2011,126360.0
464,Crown Heights South,2011,113947.0
465,Bay Ridge,2011,132931.0
466,Bensonhurst,2011,181227.0
467,Borough Park,2011,162087.0
468,Coney Island,2011,102351.0
469,Flatbush/Midwood,2011,162760.0
470,Sheepshead Bay,2011,143196.0
471,Brownsville,2011,126002.0
472,East Flatbush,2011,131274.0
473,Canarsie,2011,205095.0
474,Astoria,2011,170174.0
475,Sunnyside/Woodside,2011,130059.0
476,Jackson Heights,2011,185667.0
477,Elmhurst/Corona,2011,137879.0
478,Ridgewood/Glendale,2011,173357.0
479,Rego Park/Forest Hills,2011,111930.0
480,Flushing,2011,247116.0
481,Fresh Meadows/Briarwood,2011,144431.0
482,Woodhaven,2011,155315.0
483,Howard Beach,2011,132853.0
484,Bayside,2011,118669.0
485,Jamaica/St. Albans,2011,231813.0
486,Queens Village,2011,200640.0
487,The Rockaways,2011,107945.0
488,St. George,2011,173412.0
489,South Beach,2011,125257.0
490,Tottenville,2011,171798.0
491,Bronx,2011,1392002.0
492,Brooklyn,2011,2532645.0
493,Manhattan,2011,1601948.0
494,Queens,2011,2247848.0
495,Staten Island,2011,470467.0
496,New York City,2011,8244910.0
497,Kingsbridge - Riverdale,2011,92860.55806
498,Northeast Bronx,2011,198244.2168
499,Fordham - Bronx Park,2011,252855.4065
500,Pelham - Throgs Neck,2011,297098.1725
501,Crotona - Tremont,2011,208392.357
502,High Bridge - Morrisania,2011,210553.5451
503,Hunts Point - Mott Haven,2011,135626.324
504,Greenpoint,2011,131575.1576
505,Downtown  - Heights - Slope,2011,239991.5783
506,Bedford Stuyvesant - Crown Heights,2011,331766.8504
507,East New York,2011,191379.6083
508,Sunset Park,2011,121126.807
509,Borough Park,2011,322874.9433
510,East Flatbush - Flatbush,2011,300848.6916
511,Canarsie - Flatlands,2011,209055.6056
512,Bensonhurst - Bay Ridge,2011,193812.3254
513,Coney Island - Sheepshead Bay,2011,279113.8417
514,Williamsburg - Bushwick,2011,219274.591
515,Washington Heights - Inwood,2011,267375.6016
516,Central Harlem - Morningside Heights,2011,182526.2662
517,East Harlem,2011,113131.1207
518,Upper West Side,2011,211737.2941
519,Upper East Side,2011,214721.5086
520,Chelsea - Clinton,2011,148625.121
521,Gramercy Park -  Murray Hill,2011,127988.9144
522,Greenwich Village - Soho,2011,82989.34593
523,Union Square - Lower East Side,2011,185130.1709
524,Lower Manhattan,2011,58882.33207
525,Long Island City - Astoria,2011,206993.7522
526,West Queens,2011,449813.8494
527,Flushing - Clearview,2011,243249.5519
528,Bayside - Little Neck,2011,86464.19283
529,Ridgewood - Forest Hills,2011,256430.905
530,Fresh Meadows,2011,98956.50993
531,Southwest Queens,2011,281218.7007
532,Jamaica,2011,313472.0135
533,Southeast Queens,2011,210935.7507
534,Rockaway,2011,124866.5185
535,Port  Richmond,2011,67066.40079
536,Stapleton - St. George,2011,121230.5931
537,Willowbrook,2011,87725.24493
538,South Beach - Tottenville,2011,194980.7612
539,Zip Code 10001,2011,21097.0
540,Zip Code 10002,2011,81335.0
541,Zip Code 10003,2011,55190.0
542,Zip Code 10004,2011,2604.0
543,Zip Code 10005,2011,4935.0
544,Zip Code 10006,2011,2722.0
545,Zip Code 10007,2011,5892.0
546,Zip Code 10009,2011,62335.0
547,Zip Code 10010,2011,28954.0
548,Zip Code 10011,2011,51064.0
549,Zip Code 10012,2011,24342.0
550,Zip Code 10013,2011,25942.0
551,Zip Code 10014,2011,31685.0
552,Zip Code 10016,2011,53754.0
553,Zip Code 10017,2011,15603.0
554,Zip Code 10018,2011,5290.0
555,Zip Code 10019,2011,40778.0
556,Zip Code 10021,2011,41546.0
557,Zip Code 10022,2011,28847.0
558,Zip Code 10023,2011,60035.0
559,Zip Code 10024,2011,60239.0
560,Zip Code 10025,2011,95330.0
561,Zip Code 10026,2011,36026.0
562,Zip Code 10027,2011,58834.0
563,Zip Code 10028,2011,45345.0
564,Zip Code 10029,2011,78451.0
565,Zip Code 10030,2011,29186.0
566,Zip Code 10031,2011,58736.0
567,Zip Code 10032,2011,62798.0
568,Zip Code 10033,2011,58027.0
569,Zip Code 10034,2011,40925.0
570,Zip Code 10035,2011,35290.0
571,Zip Code 10036,2011,22371.0
572,Zip Code 10037,2011,17489.0
573,Zip Code 10038,2011,19530.0
574,Zip Code 10039,2011,25257.0
575,Zip Code 10040,2011,43753.0
576,Zip Code 10044,2011,11399.0
577,Zip Code 10065,2011,32193.0
578,Zip Code 10069,2011,5214.0
579,Zip Code 10075,2011,26082.0
580,Zip Code 10128,2011,58793.0
581,Zip Code 10280,2011,7741.0
582,Zip Code 10282,2011,5027.0
583,Zip Code 10301,2011,39367.0
584,Zip Code 10302,2011,17128.0
585,Zip Code 10303,2011,26274.0
586,Zip Code 10304,2011,40934.0
587,Zip Code 10305,2011,40085.0
588,Zip Code 10306,2011,55710.0
589,Zip Code 10307,2011,14363.0
590,Zip Code 10308,2011,29014.0
591,Zip Code 10309,2011,30706.0
592,Zip Code 10310,2011,24473.0
593,Zip Code 10312,2011,60318.0
594,Zip Code 10314,2011,87662.0
595,Zip Code 10451,2011,43550.0
596,Zip Code 10452,2011,75150.0
597,Zip Code 10453,2011,79376.0
598,Zip Code 10454,2011,38523.0
599,Zip Code 10455,2011,37699.0
600,Zip Code 10456,2011,86121.0
601,Zip Code 10457,2011,69144.0
602,Zip Code 10458,2011,73436.0
603,Zip Code 10459,2011,45261.0
604,Zip Code 10460,2011,55462.0
605,Zip Code 10461,2011,51767.0
606,Zip Code 10462,2011,75407.0
607,Zip Code 10463,2011,68345.0
608,Zip Code 10464,2011,4255.0
609,Zip Code 10465,2011,42688.0
610,Zip Code 10466,2011,72997.0
611,Zip Code 10467,2011,93833.0
612,Zip Code 10468,2011,73738.0
613,Zip Code 10469,2011,71245.0
614,Zip Code 10470,2011,14952.0
615,Zip Code 10471,2011,22222.0
616,Zip Code 10472,2011,66041.0
617,Zip Code 10473,2011,57444.0
618,Zip Code 10474,2011,12466.0
619,Zip Code 10475,2011,41377.0
620,Zip Code 11001,2011,26905.0
621,Zip Code 11004,2011,14050.0
622,Zip Code 11005,2011,1797.0
623,Zip Code 11040,2011,40296.0
624,Zip Code 11096,2011,8443.0
625,Zip Code 11101,2011,23798.0
626,Zip Code 11102,2011,33432.0
627,Zip Code 11103,2011,36508.0
628,Zip Code 11104,2011,26230.0
629,Zip Code 11105,2011,38103.0
630,Zip Code 11106,2011,36305.0
631,Zip Code 11109,2011,2916.0
632,Zip Code 11201,2011,51356.0
633,Zip Code 11203,2011,80337.0
634,Zip Code 11204,2011,78690.0
635,Zip Code 11205,2011,38997.0
636,Zip Code 11206,2011,79674.0
637,Zip Code 11207,2011,89676.0
638,Zip Code 11208,2011,93447.0
639,Zip Code 11209,2011,71704.0
640,Zip Code 11210,2011,64508.0
641,Zip Code 11211,2011,90522.0
642,Zip Code 11212,2011,80311.0
643,Zip Code 11213,2011,62231.0
644,Zip Code 11214,2011,78326.0
645,Zip Code 11215,2011,65477.0
646,Zip Code 11216,2011,53065.0
647,Zip Code 11217,2011,38992.0
648,Zip Code 11218,2011,76811.0
649,Zip Code 11219,2011,94083.0
650,Zip Code 11220,2011,99540.0
651,Zip Code 11221,2011,77041.0
652,Zip Code 11222,2011,33482.0
653,Zip Code 11223,2011,73208.0
654,Zip Code 11224,2011,45092.0
655,Zip Code 11225,2011,58987.0
656,Zip Code 11226,2011,99422.0
657,Zip Code 11228,2011,42585.0
658,Zip Code 11229,2011,77021.0
659,Zip Code 11230,2011,85757.0
660,Zip Code 11231,2011,35109.0
661,Zip Code 11232,2011,27925.0
662,Zip Code 11233,2011,66315.0
663,Zip Code 11234,2011,94891.0
664,Zip Code 11235,2011,71129.0
665,Zip Code 11236,2011,94643.0
666,Zip Code 11237,2011,52123.0
667,Zip Code 11238,2011,50840.0
668,Zip Code 11239,2011,12802.0
669,Zip Code 11354,2011,53050.0
670,Zip Code 11355,2011,82505.0
671,Zip Code 11356,2011,21721.0
672,Zip Code 11357,2011,40516.0
673,Zip Code 11358,2011,38668.0
674,Zip Code 11359,2011,0.0
675,Zip Code 11360,2011,20953.0
676,Zip Code 11361,2011,28926.0
677,Zip Code 11362,2011,17492.0
678,Zip Code 11363,2011,7052.0
679,Zip Code 11364,2011,35372.0
680,Zip Code 11365,2011,41283.0
681,Zip Code 11366,2011,14160.0
682,Zip Code 11367,2011,38835.0
683,Zip Code 11368,2011,103401.0
684,Zip Code 11369,2011,39677.0
685,Zip Code 11370,2011,38370.0
686,Zip Code 11371,2011,0.0
687,Zip Code 11372,2011,63520.0
688,Zip Code 11373,2011,96474.0
689,Zip Code 11374,2011,42888.0
690,Zip Code 11375,2011,69266.0
691,Zip Code 11377,2011,87143.0
692,Zip Code 11378,2011,33672.0
693,Zip Code 11379,2011,34529.0
694,Zip Code 11385,2011,99295.0
695,Zip Code 11411,2011,20426.0
696,Zip Code 11412,2011,36932.0
697,Zip Code 11413,2011,39922.0
698,Zip Code 11414,2011,28480.0
699,Zip Code 11415,2011,18677.0
700,Zip Code 11416,2011,23852.0
701,Zip Code 11417,2011,29928.0
702,Zip Code 11418,2011,36005.0
703,Zip Code 11419,2011,48138.0
704,Zip Code 11420,2011,47243.0
705,Zip Code 11421,2011,40975.0
706,Zip Code 11422,2011,31739.0
707,Zip Code 11423,2011,30890.0
708,Zip Code 11426,2011,19165.0
709,Zip Code 11427,2011,24385.0
710,Zip Code 11428,2011,19764.0
711,Zip Code 11429,2011,29167.0
712,Zip Code 11430,2011,53.0
713,Zip Code 11432,2011,56900.0
714,Zip Code 11433,2011,30076.0
715,Zip Code 11434,2011,61183.0
716,Zip Code 11435,2011,52358.0
717,Zip Code 11436,2011,16956.0
718,Zip Code 11691,2011,59376.0
719,Zip Code 11692,2011,17070.0
720,Zip Code 11693,2011,11407.0
721,Zip Code 11694,2011,20792.0
722,Zip Code 11697,2011,4381.0
723,Battery Park/Tribeca,2012,59742.64163
724,Greenwich Village,2012,88192.35837
725,Lower East Side,2012,167050.0
726,Chelsea/Clinton,2012,94014.67654
727,Midtown Business District,2012,47053.32346
728,Murray Hill/Stuyvesant,2012,141157.0
729,Upper West Side,2012,198568.0
730,Upper East Side,2012,220861.0
731,Manhattanville,2012,128093.0
732,Central Harlem,2012,138256.0
733,East Harlem,2012,122538.0
734,Washington Heights,2012,213564.0
735,Mott Haven,2012,100795.4575
736,Hunts Point,2012,57555.5425
737,Morrisania,2012,81620.16154
738,Concourse/Highbridge,2012,137175.0
739,University Heights,2012,131879.0
740,East Tremont,2012,85207.83846
741,Bedford Park,2012,128117.0
742,Riverdale,2012,104603.0
743,Unionport/Soundview,2012,179541.0
744,Throgs Neck,2012,119950.0
745,Pelham Parkway,2012,136275.0
746,Williamsbridge,2012,145754.0
