"Name","Occupied Public Housing and Rent Regulated Units"
"Description","Numbers and percents refer to the count and share of <em>all occupied rental units</em> for each geography. ""Rent Regulated"" includes any of the following building types: Rent-Stabilized pre- and post-1947, Rent-Controlled, HUD regulated (Section 8), Mitchell Lama rentals, and Article 4 or 5 buildings."
"Source Notes","U.S. Census Bureau, New York City Housing and Vacancy Survey (2002, 2005, 2008, 2011, 2014, &amp; 2017); Retrieved from&nbsp;<a href=""https://www1.nyc.gov/site/hpd/about/nychvs.page"">https://www1.nyc.gov/site/hpd/about/nychvs.page</a>."
"Notes",""

Location,Housing Type,TimeFrame,DataFormat,Data,Fips
Rego Park/Forest Hills,Public Housing,2014,Percent,0.03084,406
Rego Park/Forest Hills,Rent Regulated,2014,Percent,0.76205,406
Flushing,Public Housing,2014,Percent,0,407
Flushing,Rent Regulated,2014,Percent,0.50106,407
Fresh Meadows/Briarwood,Public Housing,2014,Percent,0.08226,408
Fresh Meadows/Briarwood,Rent Regulated,2014,Percent,0.48662,408
Woodhaven,Public Housing,2014,Percent,0,409
Woodhaven,Rent Regulated,2014,Percent,0.32499,409
Howard Beach,Public Housing,2014,Percent,0,410
Howard Beach,Rent Regulated,2014,Percent,0.01546,410
Bayside,Public Housing,2014,Percent,0,411
Bayside,Rent Regulated,2014,Percent,0.22461,411
Jamaica/St. Albans,Public Housing,2014,Percent,0.04304,412
Jamaica/St. Albans,Rent Regulated,2014,Percent,0.32068,412
Queens Village,Public Housing,2014,Percent,0,413
Queens Village,Rent Regulated,2014,Percent,0.11583,413
The Rockaways,Public Housing,2014,Percent,0.13571,414
The Rockaways,Rent Regulated,2014,Percent,0.43528,414
St. George,Public Housing,2014,Percent,0.08911,501
St. George,Rent Regulated,2014,Percent,0.35138,501
South Beach,Public Housing,2014,Percent,0.10815,502
South Beach,Rent Regulated,2014,Percent,0.13696,502
Tottenville,Public Housing,2014,Percent,0,503
Tottenville,Rent Regulated,2014,Percent,0.17096,503
Bronx,Public Housing,2014,Percent,0.13438,36005
Bronx,Rent Regulated,2014,Percent,0.65253,36005
Brooklyn,Public Housing,2014,Percent,0.0908,36047
Brooklyn,Rent Regulated,2014,Percent,0.4982,36047
Manhattan,Public Housing,2014,Percent,0.09389,36061
Manhattan,Rent Regulated,2014,Percent,0.56931,36061
Queens,Public Housing,2014,Percent,0.03627,36081
Queens,Rent Regulated,2014,Percent,0.46028,36081
Staten Island,Public Housing,2014,Percent,0.07528,36085
Staten Island,Rent Regulated,2014,Percent,0.25406,36085
New York City,Public Housing,2014,Percent,0.08775,3651000
New York City,Rent Regulated,2014,Percent,0.53071,3651000
Battery Park/Tribeca,Public Housing,2017,Percent,0,101
Battery Park/Tribeca,Rent Regulated,2017,Percent,0.39203,101
Greenwich Village,Public Housing,2017,Percent,0,102
Greenwich Village,Rent Regulated,2017,Percent,0.39203,102
Lower East Side,Public Housing,2017,Percent,0.22951,103
Lower East Side,Rent Regulated,2017,Percent,0.39927,103
Chelsea/Clinton,Public Housing,2017,Percent,0.02348,104
Chelsea/Clinton,Rent Regulated,2017,Percent,0.4862,104
Midtown Business District,Public Housing,2017,Percent,0.02348,105
Midtown Business District,Rent Regulated,2017,Percent,0.4862,105
Murray Hill/Stuyvesant,Public Housing,2017,Percent,0.00944,106
Murray Hill/Stuyvesant,Rent Regulated,2017,Percent,0.44476,106
Upper West Side,Public Housing,2017,Percent,0.08402,107
Upper West Side,Rent Regulated,2017,Percent,0.4136,107
Upper East Side,Public Housing,2017,Percent,0.02014,108
Upper East Side,Rent Regulated,2017,Percent,0.37674,108
Manhattanville,Public Housing,2017,Percent,0.09221,109
Manhattanville,Rent Regulated,2017,Percent,0.61392,109
Central Harlem,Public Housing,2017,Percent,0.20266,110
Central Harlem,Rent Regulated,2017,Percent,0.58617,110
East Harlem,Public Housing,2017,Percent,0.36669,111
East Harlem,Rent Regulated,2017,Percent,0.43197,111
Washington Heights,Public Housing,2017,Percent,0.03836,112
Washington Heights,Rent Regulated,2017,Percent,0.8151,112
Mott Haven,Public Housing,2017,Percent,0.32947,201
Mott Haven,Rent Regulated,2017,Percent,0.5226,201
Hunts Point,Public Housing,2017,Percent,0.32947,202
Hunts Point,Rent Regulated,2017,Percent,0.5226,202
Morrisania,Public Housing,2017,Percent,0.20673,203
Morrisania,Rent Regulated,2017,Percent,0.54551,203
Concourse/Highbridge,Public Housing,2017,Percent,0.00606,204
Concourse/Highbridge,Rent Regulated,2017,Percent,0.90684,204
University Heights,Public Housing,2017,Percent,0.02157,205
University Heights,Rent Regulated,2017,Percent,0.8724,205
East Tremont,Public Housing,2017,Percent,0.20673,206
East Tremont,Rent Regulated,2017,Percent,0.54551,206
Bedford Park,Public Housing,2017,Percent,0,207
Bedford Park,Rent Regulated,2017,Percent,0.91426,207
Riverdale,Public Housing,2017,Percent,0.07221,208
Riverdale,Rent Regulated,2017,Percent,0.83627,208
Unionport/Soundview,Public Housing,2017,Percent,0.22268,209
Unionport/Soundview,Rent Regulated,2017,Percent,0.48146,209
Throgs Neck,Public Housing,2017,Percent,0.1852,210
Throgs Neck,Rent Regulated,2017,Percent,0.37619,210
Pelham Parkway,Public Housing,2017,Percent,0.08467,211
Pelham Parkway,Rent Regulated,2017,Percent,0.48211,211
Williamsbridge,Public Housing,2017,Percent,0.09478,212
Williamsbridge,Rent Regulated,2017,Percent,0.4257,212
Williamsburg/Greenpoint,Public Housing,2017,Percent,0.0761,301
Williamsburg/Greenpoint,Rent Regulated,2017,Percent,0.48946,301
Fort Greene/Brooklyn Hts,Public Housing,2017,Percent,0.21821,302
Fort Greene/Brooklyn Hts,Rent Regulated,2017,Percent,0.32167,302
Bedford Stuyvesant,Public Housing,2017,Percent,0.17013,303
Bedford Stuyvesant,Rent Regulated,2017,Percent,0.40527,303
Bushwick,Public Housing,2017,Percent,0.13777,304
Bushwick,Rent Regulated,2017,Percent,0.34295,304
East New York,Public Housing,2017,Percent,0.17911,305
East New York,Rent Regulated,2017,Percent,0.30976,305
Park Slope,Public Housing,2017,Percent,0.12411,306
Park Slope,Rent Regulated,2017,Percent,0.28019,306
Sunset Park,Public Housing,2017,Percent,0,307
Sunset Park,Rent Regulated,2017,Percent,0.40942,307
Crown Heights North,Public Housing,2017,Percent,0.10909,308
Crown Heights North,Rent Regulated,2017,Percent,0.49689,308
Crown Heights South,Public Housing,2017,Percent,0,309
Crown Heights South,Rent Regulated,2017,Percent,0.7923,309
Bay Ridge,Public Housing,2017,Percent,0,310
Bay Ridge,Rent Regulated,2017,Percent,0.5705,310
Bensonhurst,Public Housing,2017,Percent,0,311
Bensonhurst,Rent Regulated,2017,Percent,0.44823,311
Borough Park,Public Housing,2017,Percent,0,312
Borough Park,Rent Regulated,2017,Percent,0.49881,312
Coney Island,Public Housing,2017,Percent,0.1698,313
Coney Island,Rent Regulated,2017,Percent,0.6068,313
Flatbush/Midwood,Public Housing,2017,Percent,0,314
Flatbush/Midwood,Rent Regulated,2017,Percent,0.72149,314
Sheepshead Bay,Public Housing,2017,Percent,0.05478,315
Sheepshead Bay,Rent Regulated,2017,Percent,0.504,315
Brownsville,Public Housing,2017,Percent,0.2552,316
Brownsville,Rent Regulated,2017,Percent,0.41462,316
East Flatbush,Public Housing,2017,Percent,0.02444,317
East Flatbush,Rent Regulated,2017,Percent,0.55022,317
Canarsie,Public Housing,2017,Percent,0.17355,318
Canarsie,Rent Regulated,2017,Percent,0.11734,318
Astoria,Public Housing,2017,Percent,0.14338,401
Astoria,Rent Regulated,2017,Percent,0.469,401
Sunnyside/Woodside,Public Housing,2017,Percent,0,402
Sunnyside/Woodside,Rent Regulated,2017,Percent,0.55263,402
Jackson Heights,Public Housing,2017,Percent,0,403
Jackson Heights,Rent Regulated,2017,Percent,0.53094,403
Elmhurst/Corona,Public Housing,2017,Percent,0,404
Elmhurst/Corona,Rent Regulated,2017,Percent,0.51174,404
Ridgewood/Glendale,Public Housing,2017,Percent,0,405
Ridgewood/Glendale,Rent Regulated,2017,Percent,0.40697,405
Rego Park/Forest Hills,Public Housing,2017,Percent,0.03527,406
Rego Park/Forest Hills,Rent Regulated,2017,Percent,0.69636,406
Flushing,Public Housing,2017,Percent,0,407
Flushing,Rent Regulated,2017,Percent,0.4588,407
Fresh Meadows/Briarwood,Public Housing,2017,Percent,0.07133,408
Fresh Meadows/Briarwood,Rent Regulated,2017,Percent,0.39327,408
Woodhaven,Public Housing,2017,Percent,0,409
Woodhaven,Rent Regulated,2017,Percent,0.33383,409
Howard Beach,Public Housing,2017,Percent,0,410
Howard Beach,Rent Regulated,2017,Percent,0.0162,410
Bayside,Public Housing,2017,Percent,0,411
Bayside,Rent Regulated,2017,Percent,0.25972,411
Jamaica/St. Albans,Public Housing,2017,Percent,0.05113,412
Jamaica/St. Albans,Rent Regulated,2017,Percent,0.32149,412
Queens Village,Public Housing,2017,Percent,0,413
Queens Village,Rent Regulated,2017,Percent,0.10498,413
The Rockaways,Public Housing,2017,Percent,0.1146,414
The Rockaways,Rent Regulated,2017,Percent,0.49302,414
St. George,Public Housing,2017,Percent,0.10277,501
St. George,Rent Regulated,2017,Percent,0.36029,501
South Beach,Public Housing,2017,Percent,0.11206,502
South Beach,Rent Regulated,2017,Percent,0.07502,502
Tottenville,Public Housing,2017,Percent,0,503
Tottenville,Rent Regulated,2017,Percent,0.13728,503
Bronx,Public Housing,2017,Percent,0.12438,36005
Bronx,Rent Regulated,2017,Percent,0.65602,36005
Brooklyn,Public Housing,2017,Percent,0.09232,36047
Brooklyn,Rent Regulated,2017,Percent,0.4661,36047
Manhattan,Public Housing,2017,Percent,0.09783,36061
Manhattan,Rent Regulated,2017,Percent,0.49007,36061
Queens,Public Housing,2017,Percent,0.03826,36081
Queens,Rent Regulated,2017,Percent,0.4364,36081
Staten Island,Public Housing,2017,Percent,0.07909,36085
Staten Island,Rent Regulated,2017,Percent,0.22942,36085
New York City,Public Housing,2017,Percent,0.08787,3651000
New York City,Rent Regulated,2017,Percent,0.49352,3651000
